code,pk_id,like count,post,updatedAt,firtstmatch
CfcPn9AuyqP,9702158,1910,"New Work with the inspiring @zimzimzimmer! Loved working with Alana again.. I worked with her on a commercial shoot last year and dreamed about putting together a creative shoot! Glad we could finally make it happen. (Also sitting here wishing Insta didn’t crop out a full frame…) ⁣
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @michaelthomaslollo ⁣
Retouching @colorconsulting_us",2023-11-18 19:56:44,@zimzimzimmer
CfeoNmCuP-G,9702158,1792,"Alana 🖤@zimzimzimmer
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @michaelthomaslollo ⁣
Retouching @colorconsulting_us",2023-11-18 19:56:44,@zimzimzimmer
CfrEoAuObsh,9702158,2272,"Inspiring Alana 🖤@zimzimzimmer
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @michaelthomaslollo ⁣
Retouching @colorconsulting_us",2023-11-18 19:56:44,@zimzimzimmer
CY4GCg4OJgA,9702158,3601,"New work for @narsissist ❤️ Scroll through.. which one is your favorite shot? 
⁣
Models @madame_alexandra & @nyayop.t ⁣
Styling by @danieledley ⁣⁣
Make Up @jennyatwoodsmith ⁣& @eduardojimenez_makeup⁣
Hair @nikoweddle ⁣⁣
Production @muzam_productions",2023-11-18 20:13:28,@narsissist
CY66BSvuhYX,9702158,2650,"New Work for @modernluxury x @cartier featuring @roosabels. Shot in the beautiful landscape of Jackson Hole, Wyoming! ⁣
⁣
Styling by @fayevandevrede ⁣
Make Up @georginabillington ⁣
Hair by @waltonsworld ⁣
Retouching @retouchconcept",2023-11-18 20:13:28,@modernluxury
CY9kLDwO8j4,9702158,2805,"‘High Country’ new story for @modernluxury x @cartier featuring @roosabels. Shot in Jackson Hole, Wyoming. SWIPE and let me know which shot is your favorite! 
⁣
Styling by @fayevandevrede ⁣
Make Up @georginabillington ⁣
Hair by @waltonsworld ⁣
Retouching @retouchconcept",2023-11-18 20:13:28,@modernluxury
CYeumJuO3GZ,9702158,7505,"Going back through the archives today with this throwback to easier shoot days! Soho editorial for @mojeh_magazine with the lovely @marine_deleeuw ⁣🖤
⁣⁣
Styling by @connie_berg⁣⁣
Make Up by @deborahaltiziomakeup⁣⁣
Hair by @yukikotajima⁣⁣
Retouching by @monica_chamorro⁣",2023-11-18 20:13:28,@mojeh_magazine
CYHABCLuCfC,9702158,1901,Continuing the festive red theme on my feed with this throwback.. an editorial for @mojeh_magazine with the beautiful @zoeebarnard 🌹,2023-11-18 20:13:28,@mojeh_magazine
CYJht4SueIw,9702158,3823,"A big thank you you to my clients & everyone who collaborated with me in 2021… and not forgetting everyone here who follows me & supports here! Thanks for your continued support! ⁣
⁣
Here are a few of my favorite shoot moments that were released and/or produced during 2021. It was sooo hard to pick! ⁣
⁣
Truly excited to see what 2022 holds! ⁣
⁣
1. Editorial for @issue_cl featuring @marleekbell ⁣
2. Campaign for @bobbibrown featuring @jia_ttong ⁣
3. Campaign for @graff featuring @jia_ttong ⁣
4. Special Project featuring @nourgal ⁣
5. Special Project with @marithememe ⁣
6. Editorial for @tatlerasia featuring @juliabelyako ⁣
7. Editorial for @modernluxury featuring @amandagooge ⁣
8. Campaign with @narsissist featuring @nyayop.t & @julianaschurig ⁣
9. Campaign for @lafayette148ny featuring @josephine_letutour ⁣
10. Special Project with @oddfreckles ⁣
⁣",2023-11-18 20:13:28,@issue_cl
CYl-DjtAtiy,9702158,4188,"New shoot for @tatlerasia featuring @juliabelyako & party looks 🌟 Which shot is your favorite out of these 3? I couldn’t pick! 
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @yukikotajima ⁣
Retouching by @retouchconcept",2023-11-18 20:13:28,@tatlerasia
CYo6l7oOFe9,9702158,2847,"New work for @lauramercier featuring the lovely @jia_ttong (who I always end up bumping into on set.. everyone loves Jia!). Lovely shoot day & team. ⁣
⁣
Styling @alikornhauser ⁣
Make Up @tayabaxmercier ⁣
Hair by @robertodicuia",2023-11-18 20:13:28,@lauramercier
CYwbYiKO2xI,9702158,2610,"New work for @narsissist ❤️ lots of new beauty work coming out.. can’t wait to share more!⁣
⁣
Models @nyayop.t ⁣& @julianaschurig ⁣
Styling by @danieledley ⁣⁣
Make Up @jennyatwoodsmith ⁣& @eduardojimenez_makeup⁣
Hair @nikoweddle ⁣⁣
Production @muzam_productions",2023-11-18 20:13:28,@narsissist
CZHWFy9uOnS,9702158,5590,"Possibly my favorite shot from the story! ‘High Country’ for @modernluxury x @cartier featuring @roosabels. Shot in Jackson Hole, Wyoming.
⁣
Styling by @fayevandevrede ⁣
Make Up @georginabillington ⁣
Hair by @waltonsworld ⁣
Retouching @retouchconcept",2023-11-18 20:13:28,@modernluxury
CZPCMXEOKGj,9702158,3959,"I can’t stop sharing these! New editorial ‘High Country’ for @modernluxury x @cartier featuring @roosabels. ⁣
⁣
Swipe through and let me know your favorite shot! ⁣
⁣
Styling by @fayevandevrede ⁣⁣
Make Up @georginabillington ⁣⁣
Hair by @waltonsworld ⁣⁣
Retouching @retouchconcept",2023-11-18 20:13:28,@modernluxury
CZXXIxCO6hc,9702158,4959,"Still loving this cover shoot for @issue_official from last year! Featuring the inspiring @aamitolagum @heroesmodels. Wearing a dream look by @alexandermcqueen ✨⁣
⁣
Styling by @connie_berg ⁣
Make Up by @williamrmurphy ⁣
Hair by @thisisclay ⁣
Manicurist @kana_nailist ⁣
Retouching by @monica_chamorro",2023-11-18 20:13:28,@issue_official
CW_mE5_l04z,9702158,4540,"New beauty with the lovely @oddfreckles! Finding it hard to pick a favorite! Which one is yours? Scroll through.. ⁣
⁣
Make Up by @_virginiayoung_⁣⁣
Hair by @thisisclay⁣⁣
Retouching @monica_chamorro",2023-11-18 20:14:00,@oddfreckles
CWgMHmjlL7a,9702158,1917,"New work for @narsissist 🖤 ⁣
⁣
Model @nyayop.t ⁣
Styling by @danieledley ⁣
Make Up @jennyatwoodsmith ⁣
Hair @nikoweddle ⁣
Production @muzam_productions",2023-11-18 20:14:00,@narsissist
CWn7nxmAX69,9702158,2031,"New work for @narsissist 🖤 

Swipe through.. which one is your favorite? More pretties coming soon! 

Models @julianaschurig & @madame_alexandra 
Styling @danieledley 
Make Up @eduardojimenez_makeup
Hair @nikoweddle",2023-11-18 20:14:00,@narsissist
CWY5dg3v5-K,9702158,8357,"Just wrapped three days shooting for @aveda at @pier59studios & ready for another busy few set days! ⁣⁣
⁣⁣
Grateful for a busy schedule and so many new clients this year. I’ve been really enjoying the process of beauty photography and seeing where my beauty folio takes me!⁣ I’m also loving the @canonusa RF 100mm f/2.8 Macro Lens which seems to be glued to my camera body these days!⁣
⁣
Photo by @hunterarthurm",2023-11-18 20:14:00,@aveda
CX3e3xLOXHM,9702158,3471,"Happy Holidays to you all! Here’s a shot from @tatlerasia featuring a festive @juliabelyako ❤️ ⁣
⁣
Styling by @connie_berg ⁣⁣
Make Up by @misuzumiyake ⁣⁣
Hair by @yukikotajima ⁣⁣
Retouching by @retouchconcept",2023-11-18 20:14:00,@tatlerasia
CXgZMAZu2vd,9702158,2563,"New shoot for @tatlerasia featuring @juliabelyako & festive looks 🖤
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @yukikotajima ⁣
Retouching by @retouchconcept",2023-11-18 20:14:00,@tatlerasia
CXOqRKxuxzF,9702158,3687,"New editorial for @tatlerasia featuring @juliabelyako & festive looks 💎 
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @yukikotajima ⁣
Retouching by @retouchconcept",2023-11-18 20:14:00,@tatlerasia
CXWGiykO3Pp,9702158,2024,"New editorial for @tatlerasia featuring @juliabelyako & festive looks! Of course I’m sharing a few outtakes too.. there were so many favorites from this shoot! 
⁣
Styling by @connie_berg ⁣
Make Up by @misuzumiyake ⁣
Hair by @yukikotajima ⁣
Retouching by @retouchconcept",2023-11-18 20:14:00,@tatlerasia
CYAdyB7udVa,9702158,1671,"Hope you are all having a great time over the holidays.. If you follow my stories you’ll see that I’ve been relaxing and cooking with family. Taking time off before a busy January!⁣⁣
⁣⁣
Here’s a recently released shoot of mine for @narsissist ❤️ can’t wait to share more!⁣
⁣
Models @nyayop.t ⁣& @julianaschurig ⁣
Styling by @danieledley ⁣⁣
Make Up @jennyatwoodsmith ⁣& @eduardojimenez_makeup⁣
Hair @nikoweddle ⁣⁣
Production @muzam_productions",2023-11-18 20:14:00,@narsissist
CWGf1OVFf4E,9702158,2784,"Sharing a few more of my favorite images from this shoot with @graff!
⁣⁣
Model @jia_ttong ⁣⁣⁣
Styling by @connie_berg ⁣⁣⁣
Make Up by @deborahaltiziomakeup ⁣⁣⁣
Hair by @thisisclay ⁣⁣⁣
Retouching @retouchconcept ⁣
Production @muzam_productions",2023-11-18 20:14:01,@graff
CWOkfUyFlvq,9702158,3857,"Photographers! My in person workshops are back for 2022! ⁣⁣
⁣⁣
I’ve missed hosting these and I finally feel it’s time to connect in person again. My next events will be in two of my favorite cities - NY and London!⁣⁣
⁣
www.larajadeeeducation.com⁣⁣
⁣
If you want to reserve a seat be quick! These events sell out quickly.⁣
⁣⁣
I invite you to join me & step into the world of a typical commercial fashion shoot. Myself and my team of styling and beauty experts will be at hand to show you what it takes to grow your portfolio and make your business successful. ⁣⁣
⁣⁣
Over two days we will cover everything there is to know about fashion photography – revealing what’s behind the curtain on lighting, posing and business. This is not just an excellent learning opportunity – it’s a great way to network and be around other like-minded creatives!",2023-11-18 20:14:01,
CWVdjMEFlyS,9702158,5459,"Loved shooting this story’Denim & Diamonds’ for @modernluxury a few months back 💎 ⁣⁣⁣🖤
⁣⁣⁣
Model @amandagooge @womenmanagement⁣⁣
Fashion Editor @fayevandevrede ⁣⁣⁣
Make Up @deborahaltiziomakeup ⁣⁣⁣
Hair @yukikotajima ⁣⁣⁣
Manicurist @kana_nailist ⁣⁣⁣
Retouching @retouchconcept",2023-11-18 20:14:01,@modernluxury
CTNx5DRlndU,9702158,12538,"The gorgeous @gemmachan photographed a few years ago for @modernluxury. Which shot is your favorite? 🖤 ⁣
⁣
Styling by @emmajademorrison ⁣
Make Up by @danielmartin ⁣
Hair by @owengould ⁣
Retouching by @solsticeretouch",2023-11-18 20:14:16,@gemmachan
CV0gDYtlxNH,9702158,5255,"The lovely @helenedesmettre - always love our shoots! 🖤⁣
⁣
Make Up @misuzumiyake ⁣
Hair @jeaniesyfu ⁣
Earrings & Jewelry @daniellefrankelstudio",2023-11-18 20:14:16,@helenedesmettre
CV5f_POgilf,9702158,5372,"Going through the archives today and just came across this summer story that always makes me smile! The lovely @kathielam for @mojeh_magazine 🖤⁣
⁣
Scroll through and let me know which shot is your favorite!⁣
⁣
Styling by @connie_berg ⁣
Make Up @deborahaltiziomakeup ⁣
Hair by @johnruidanthair ⁣
Retouching @monica_chamorro",2023-11-18 20:14:16,@kathielam
CV8FzdhgG9E,9702158,2871,"New work for @graff for their beautiful threads collection! 💎⁣⁣⁣
⁣⁣
Model @jia_ttong ⁣⁣⁣
Styling by @connie_berg ⁣⁣⁣
Make Up by @deborahaltiziomakeup ⁣⁣⁣
Hair by @thisisclay ⁣⁣⁣
Retouching @retouchconcept ⁣
Production @muzam_productions",2023-11-18 20:14:16,@graff
CVDlgM7g_nk,9702158,5225,"New beauty work with @oddfreckles 💫
Make Up by @_virginiayoung_⁣
Hair by @thisisclay⁣
Retouching @monica_chamorro",2023-11-18 20:14:16,@oddfreckles
CVK1XTBA0LS,9702158,5439,"Quite possibly my favorite shot from a recent beauty shoot with @oddfreckles! 🖤
Make Up by @_virginiayoung_⁣
Hair by @thisisclay⁣
Retouching @monica_chamorro",2023-11-18 20:14:16,@oddfreckles
CVrBkNqg6Kc,9702158,2690,"Photographers! I’ve just heard some exciting news… my online courses The Fashion Series & The Business Of Fashion Photography are on sale tonight with 50% off (from 12PM PST) for 24 hours! This is the biggest sale that @theportraitmasters has ever done! ⁣⁣⁣
⁣⁣⁣
➡️ Head on over to www.theportraitmasters.com or view the link in my bio! ⁣⁣⁣
⁣⁣⁣
Scroll through to see some of my favorite behind the scenes moments from the course and watch the course trailer at the end post!⁣⁣⁣
⁣⁣⁣
There were so many belly laughs and fun moments. Many sleepless nights trying to get the content ready to go (yes I am a perfectionist and won’t deliver something unless I am at 100% with the content!).⁣⁣⁣
⁣⁣⁣
Thousands of photographers have now taken this business course and I’m still taken back at how much wonderful feedback I’ve had.. as well as the knowledge that this has helped many of you out there. Business & marketing topics are frustatingly scarce in the photography world and I never understood why. My goal with this course was to be as transparent as possible on successful business methods to help you become a more confident photographer & business owner. ⁣⁣
⁣⁣
💬 I’d love to hear from you if you have questions about the course OR if you own it already - how has it helped you?",2023-11-18 20:14:16,@theportraitmasters
CVSv0ctAdII,9702158,5038,"Another favorite shot from a recent beauty shoot with @oddfreckles! 🖤
Make Up by @_virginiayoung_⁣
Hair by @thisisclay⁣
Retouching @monica_chamorro",2023-11-18 20:14:16,@oddfreckles
CVsvA_wBobG,9702158,843,"📸 Photographers! Here are my top 5 business tips! Do you agree with these?
⁣⁣
Have you had a chance to check out my course ‘The Business Of Fashion Photography’ yet? I go over these topics and so much more in this 10+ hour course! ⁣⁣
⁣⁣
& the best part - it’s currently on sale! Offer ends Nov 6th 2021.
⁣
⬇️ Do you have any questions relating to business or the topics in this workshop? Write below!",2023-11-18 20:14:16,
CVvYLHLF7n3,9702158,1994,"💬 How many of you took advantage of yesterday’s half off sale with @theportraitmasters? Good news is that if you missed it - you can still get 30% off until Nov 6th! ⁣
⁣
Today I want to share a few behind the scenes from my first class filmed with TPM ‘The Fashion Series’ - which was filmed around 2 1/2 years ago. Crazy how much flies!⁣ Scroll to the end to find the trailer from the class!
⁣
With it being my first in depth photography class, there was SO much I wanted to teach. Fashion Photography is such a HUGE topic in itself that I found it hard to keep it under the 20 hour mark! ⁣
⁣
The Fashion Series is jam packed with educational content on lighting, posing, styling & then real life shoot scenarios. In these scenarios you see how I make it happen with restrictions we all face on a day to day basis as creatives - time, money, space, access to models and teams etc.⁣
The course is both educational and inspirational and will help kickstart that creative fire. ⁣
⁣
There’s also 3 downloadable PDFs you can use to support your creativity - including a lighting guide, posing guide and styling resource guide.⁣
⁣
➡️ For those photographers that own the course already - what was the most beneficial topic for you? ⁣Have you been able to use some of my techniques in your own workflow?
⁣
➡️ If you don’t have the course I’m happy to answer your questions about the course content below!⁣ Or perhaps you have questions on fashion photography? 
⁣",2023-11-18 20:14:16,@theportraitmasters
